geneId,sampleId,expression,celltype,cell Type Description,cell_lineage,tissue,treatment,immunophenotype,species,strain,sampleCode,RNA.Id,batch,firstPublished,cellOrder,gene_symbol
ENSMUSG00000040270,MegTPO.2,43,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Bach2
ENSMUSG00000040732,MegTPO.2,135,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Erg
ENSMUSG00000041420,MegTPO.2,11,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Meis3
ENSMUSG00000041515,MegTPO.2,28,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Irf8
ENSMUSG00000046179,MegTPO.2,2978,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,E2f8
ENSMUSG00000046668,MegTPO.2,3076,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Cxxc5
ENSMUSG00000049577,MegTPO.2,16887,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Zfpm1
ENSMUSG00000052435,MegTPO.2,2,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Cebpe
ENSMUSG00000055148,MegTPO.2,615,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Klf2
ENSMUSG00000055435,MegTPO.2,149,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Maf
ENSMUSG00000056501,MegTPO.2,1074,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Cebpb
ENSMUSG00000056749,MegTPO.2,386,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Nfil3
ENSMUSG00000058794,MegTPO.2,13281,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Nfe2
ENSMUSG00000058881,MegTPO.2,65,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Zfp516
ENSMUSG00000066456,MegTPO.2,729,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Hmgn3
ENSMUSG00000071637,MegTPO.2,215,MegTPO,Megakaryocyte fromTPO culture,Megakaryocyte Lineage,BM,day 3 BM culture with TPO,Lin:- cKit:+ Sca1:- CD150:+,Murine,C57BL/6,CAGRF7658.1339,1339,CAGRF7658,,2,Cebpd
ENSMUSG00000000552,BasoCult.1,566,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Zfp385a
ENSMUSG00000000782,BasoCult.1,18,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Tcf7
ENSMUSG00000000861,BasoCult.1,45,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Bcl11a
ENSMUSG00000001156,BasoCult.1,5628,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Mxd1
ENSMUSG00000001444,BasoCult.1,0,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Tbx21
ENSMUSG00000002111,BasoCult.1,4172,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Spi1
ENSMUSG00000003032,BasoCult.1,26,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Klf4
ENSMUSG00000003545,BasoCult.1,75,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Fosb
ENSMUSG00000005583,BasoCult.1,19,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Mef2c
ENSMUSG00000008193,BasoCult.1,1,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Spib
ENSMUSG00000008496,BasoCult.1,44,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Pou2f2
ENSMUSG00000015053,BasoCult.1,52472,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Gata2
ENSMUSG00000015846,BasoCult.1,1480,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Rxra
ENSMUSG00000018168,BasoCult.1,308,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Ikzf3
ENSMUSG00000018983,BasoCult.1,2606,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,E2f2
ENSMUSG00000019982,BasoCult.1,41,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Myb
ENSMUSG00000021250,BasoCult.1,161,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Fos
ENSMUSG00000021356,BasoCult.1,14,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Irf4
ENSMUSG00000022508,BasoCult.1,164,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Bcl6
ENSMUSG00000022528,BasoCult.1,43,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Hes1
ENSMUSG00000023034,BasoCult.1,40,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Nr4a1
ENSMUSG00000023927,BasoCult.1,3620,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Satb1
ENSMUSG00000025997,BasoCult.1,3214,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Ikzf2
ENSMUSG00000026628,BasoCult.1,128,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Atf3
ENSMUSG00000026815,BasoCult.1,640,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Gfi1b
ENSMUSG00000027230,BasoCult.1,204,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Creb3l1
ENSMUSG00000028717,BasoCult.1,8640,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Tal1
ENSMUSG00000029135,BasoCult.1,3907,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Fosl2
ENSMUSG00000029275,BasoCult.1,278,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Gfi1
ENSMUSG00000029771,BasoCult.1,1096,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Irf5
ENSMUSG00000030103,BasoCult.1,14590,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Bhlhe40
ENSMUSG00000031162,BasoCult.1,2972,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Gata1
ENSMUSG00000032035,BasoCult.1,6200,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Ets1
ENSMUSG00000032053,BasoCult.1,2,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Pou2af1
ENSMUSG00000032496,BasoCult.1,30,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Ltf
ENSMUSG00000034041,BasoCult.1,2334,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Lyl1
ENSMUSG00000034271,BasoCult.1,207,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Jdp2
ENSMUSG00000034957,BasoCult.1,11723,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Cebpa
ENSMUSG00000037992,BasoCult.1,4051,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Rara
ENSMUSG00000038151,BasoCult.1,8,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Prdm1
ENSMUSG00000039153,BasoCult.1,1138,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Runx2
ENSMUSG00000039377,BasoCult.1,487,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Hlx
ENSMUSG00000040270,BasoCult.1,179,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Bach2
ENSMUSG00000040732,BasoCult.1,163,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Erg
ENSMUSG00000041420,BasoCult.1,88,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Meis3
ENSMUSG00000041515,BasoCult.1,65,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Irf8
ENSMUSG00000046179,BasoCult.1,1654,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,E2f8
ENSMUSG00000046668,BasoCult.1,149,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Cxxc5
ENSMUSG00000049577,BasoCult.1,61,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Zfpm1
ENSMUSG00000052435,BasoCult.1,5,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Cebpe
ENSMUSG00000055148,BasoCult.1,1019,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Klf2
ENSMUSG00000055435,BasoCult.1,67,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Maf
ENSMUSG00000056501,BasoCult.1,967,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Cebpb
ENSMUSG00000056749,BasoCult.1,4616,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Nfil3
ENSMUSG00000058794,BasoCult.1,6679,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Nfe2
ENSMUSG00000058881,BasoCult.1,2276,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Zfp516
ENSMUSG00000066456,BasoCult.1,1337,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Hmgn3
ENSMUSG00000071637,BasoCult.1,198,BasoCult,Cultured Basophil,Basophil Lineage,BM,day 10 BM culture with SCF + IL-3,Gr-1:- cKit:- CD49b:+ FcepsilonR1:+,Murine,C57BL/6,CAGRF7126.1213,1213,CAGRF7126,,3,Cebpd
ENSMUSG00000000552,PreCFUE.1,1664,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Zfp385a
ENSMUSG00000000782,PreCFUE.1,4,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Tcf7
ENSMUSG00000000861,PreCFUE.1,5033,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Bcl11a
ENSMUSG00000001156,PreCFUE.1,377,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Mxd1
ENSMUSG00000001444,PreCFUE.1,0,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Tbx21
ENSMUSG00000002111,PreCFUE.1,206,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Spi1
ENSMUSG00000003032,PreCFUE.1,19,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Klf4
ENSMUSG00000003545,PreCFUE.1,285,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Fosb
ENSMUSG00000005583,PreCFUE.1,847,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Mef2c
ENSMUSG00000008193,PreCFUE.1,1,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Spib
ENSMUSG00000008496,PreCFUE.1,55,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Pou2f2
ENSMUSG00000015053,PreCFUE.1,4334,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Gata2
ENSMUSG00000015846,PreCFUE.1,235,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Rxra
ENSMUSG00000018168,PreCFUE.1,5,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Ikzf3
ENSMUSG00000018983,PreCFUE.1,569,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,E2f2
ENSMUSG00000019982,PreCFUE.1,18758,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Myb
ENSMUSG00000021250,PreCFUE.1,358,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Fos
ENSMUSG00000021356,PreCFUE.1,1,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Irf4
ENSMUSG00000022508,PreCFUE.1,24,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Bcl6
ENSMUSG00000022528,PreCFUE.1,33,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Hes1
ENSMUSG00000023034,PreCFUE.1,15,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Nr4a1
ENSMUSG00000023927,PreCFUE.1,65,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Satb1
ENSMUSG00000025997,PreCFUE.1,450,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Ikzf2
ENSMUSG00000026628,PreCFUE.1,2,PreCFUE,Pre Erythroid Colony Forming Unit,Erythrocyte Lineage,BM (Crush),none,Lin- cKit+ Sca1- CD150- FcgRII/III (CD16/32)- Endoglinhi,Murine,C57BL/6,CAGRF7126.1217,1217,CAGRF7126,,1,Atf3
